APW19980219.0476	6	31	signal	s10	1
APW19980219.0476	7	11	signal	s11	1
APW19980219.0476	10	8	signal	s12	1
APW19980219.0476	10	13	signal	s13	1
APW19980219.0476	10	20	signal	s14	1
APW19980219.0476	12	2	signal	s15	1
APW19980219.0476	13	10	signal	s16	1
APW19980219.0476	14	21	signal	s17	1
APW19980219.0476	14	27	signal	s18	1
APW19980219.0476	16	7	signal	s19	1
APW19980219.0476	16	9	signal	s20	1
APW19980219.0476	19	1	signal	s21	1
APW19980219.0476	20	0	signal	s22	1
APW19980227.0468	3	9	signal	s1	1
APW19980227.0468	3	13	signal	s2	1
APW19980227.0487	2	4	signal	s1	1
APW19980227.0487	12	18	signal	s2	1
APW19980227.0489	1	27	signal	s1	1
APW19980227.0489	4	24	signal	s2	1
APW19980227.0489	5	13	signal	s3	1
APW19980227.0489	5	14	signal	s3	1
APW19980227.0489	5	18	signal	s4	1
APW19980227.0489	5	33	signal	s5	1
APW19980227.0489	5	34	signal	s5	1
APW19980227.0489	5	35	signal	s5	1
APW19980227.0489	5	36	signal	s5	1
APW19980227.0489	5	37	signal	s5	1
APW19980227.0489	6	14	signal	s6	1
APW19980227.0494	1	15	signal	s1	1
APW19980227.0494	2	14	signal	s2	1
APW19980227.0494	9	30	signal	s3	1
APW19980227.0494	10	5	signal	s4	1
APW19980227.0494	18	40	signal	s5	1
APW19980227.0494	19	3	signal	s6	1
APW19980227.0494	21	26	signal	s7	1
APW19980308.0201	6	7	signal	s1	1
APW19980308.0201	8	18	signal	s2	1
APW19980322.0749	2	16	signal	s1	1
APW19980322.0749	2	24	signal	s2	1
APW19980322.0749	5	16	signal	s3	1
APW19980322.0749	10	70	signal	s4	1
APW19980322.0749	14	17	signal	s5	1
APW19980322.0749	18	27	signal	s6	1
APW19980322.0749	22	8	signal	s7	1
APW19980418.0210	6	24	signal	s1	1
APW19980626.0364	1	20	signal	s1	1
APW19980626.0364	7	12	signal	s2	1
CNN19980126.1600.1104	2	12	signal	s1	1
CNN19980213.2130.0155	2	35	signal	s1	1
CNN19980213.2130.0155	2	38	signal	s2	1
CNN19980213.2130.0155	3	17	signal	s3	1
CNN19980213.2130.0155	5	9	signal	s4	1
CNN19980213.2130.0155	6	11	signal	s5	1
CNN19980213.2130.0155	9	11	signal	s6	1
CNN19980213.2130.0155	9	16	signal	s7	1
CNN19980213.2130.0155	9	17	signal	s8	1
CNN19980213.2130.0155	10	9	signal	s9	1
CNN19980213.2130.0155	11	5	signal	s10	1
CNN19980213.2130.0155	11	19	signal	s11	1
CNN19980213.2130.0155	11	30	signal	s12	1
CNN19980213.2130.0155	11	31	signal	s12	1
CNN19980213.2130.0155	11	32	signal	s12	1
CNN19980213.2130.0155	13	0	signal	s13	1
CNN19980213.2130.0155	13	42	signal	s14	1
CNN19980223.1130.0960	4	12	signal	s1	1
CNN19980223.1130.0960	5	4	signal	s2	1
CNN19980223.1130.0960	6	8	signal	s3	1
NYT19980206.0460	0	11	signal	s1	1
NYT19980206.0460	0	17	signal	s2	1
NYT19980206.0460	8	18	signal	s3	1
NYT19980206.0460	9	27	signal	s4	1
NYT19980206.0460	11	46	signal	s5	1
NYT19980206.0460	12	17	signal	s6	1
NYT19980206.0460	13	0	signal	s7	1
NYT19980206.0460	13	40	signal	s8	1
NYT19980206.0460	16	0	signal	s9	1
NYT19980206.0460	16	6	signal	s10	1
NYT19980206.0460	17	13	signal	s11	1
NYT19980206.0460	21	6	signal	s12	1
NYT19980206.0460	24	16	signal	s13	1
NYT19980206.0460	26	19	signal	s14	1
NYT19980206.0460	30	43	signal	s15	1
NYT19980206.0460	34	12	signal	s16	1
NYT19980206.0466	0	60	signal	s1	1
NYT19980206.0466	0	114	signal	s2	1
NYT19980206.0466	1	17	signal	s3	1
NYT19980206.0466	2	20	signal	s4	1
NYT19980212.0019	0	19	signal	s1	1
NYT19980212.0019	1	16	signal	s2	1
NYT19980424.0421	0	8	signal	s1	1
NYT19980424.0421	0	34	signal	s2	1
NYT19980424.0421	6	5	signal	s3	1
NYT19980424.0421	9	10	signal	s4	1
NYT19980424.0421	9	26	signal	s5	1
PRI19980115.2000.0186	3	0	signal	s1	1
PRI19980115.2000.0186	4	4	signal	s2	1
PRI19980115.2000.0186	5	6	signal	s3	1
PRI19980115.2000.0186	6	9	signal	s4	1
PRI19980115.2000.0186	7	26	signal	s5	1
PRI19980121.2000.2591	7	8	signal	s1	1
PRI19980205.2000.1890	0	11	signal	s1	1
PRI19980205.2000.1890	5	12	signal	s2	1
PRI19980205.2000.1998	6	5	signal	s1	1
PRI19980213.2000.0313	4	9	signal	s1	1
PRI19980216.2000.0170	1	6	signal	s1	1
PRI19980216.2000.0170	4	5	signal	s2	1
PRI19980306.2000.1675	6	0	signal	s1	1
SJMN91-06338157	2	53	signal	s1	1
SJMN91-06338157	6	46	signal	s2	1
VOA19980303.1600.0917	4	1	signal	s1	1
VOA19980303.1600.2745	1	20	signal	s1	1
VOA19980303.1600.2745	8	9	signal	s2	1
VOA19980303.1600.2745	19	25	signal	s3	1
VOA19980305.1800.2603	8	14	signal	s1	1
VOA19980331.1700.1533	12	14	signal	s1	1
WSJ910225-0066	41	4	signal	s1	1
WSJ910225-0066	66	20	signal	s2	1
ea980120.1830.0071	13	19	signal	s1	1
ea980120.1830.0071	16	7	signal	s2	1
ed980111.1130.0089	0	19	signal	s1	1
ed980111.1130.0089	5	24	signal	s2	1
wsj_0006	1	15	signal	s1	1
wsj_0026	2	0	signal	s1	1
wsj_0027	1	14	signal	s1	1
wsj_0124	2	16	signal	s1	1
wsj_0127	0	7	signal	s1	1
wsj_0127	3	19	signal	s2	1
wsj_0127	4	31	signal	s3	1
wsj_0127	7	7	signal	s4	1
wsj_0132	0	5	signal	s1	1
wsj_0132	2	11	signal	s2	1
wsj_0135	0	8	signal	s1	1
wsj_0135	1	15	signal	s2	1
wsj_0135	3	0	signal	s3	1
wsj_0136	0	14	signal	s1	1
wsj_0136	2	0	signal	s2	1
wsj_0136	5	23	signal	s3	1
wsj_0144	4	10	signal	s1	1
wsj_0144	6	18	signal	s2	1
wsj_0144	7	8	signal	s3	1
wsj_0150	0	12	signal	s1	1
wsj_0150	3	14	signal	s2	1
wsj_0151	2	2	signal	s1	1
wsj_0151	3	3	signal	s2	1
wsj_0152	0	15	signal	s1	1
wsj_0157	4	5	signal	s1	1
wsj_0158	11	5	signal	s1	1
wsj_0159	0	20	signal	s1	1
wsj_0165	2	9	signal	s1	1
wsj_0167	3	15	signal	s1	1
wsj_0167	5	0	signal	s2	1
wsj_0168	3	14	signal	s1	1
wsj_0168	4	9	signal	s2	1
wsj_0169	0	30	signal	s1	1
wsj_0169	0	39	signal	s2	1
wsj_0169	3	2	signal	s3	1
wsj_0169	4	20	signal	s4	1
wsj_0171	0	11	signal	s1	1
wsj_0171	5	5	signal	s2	1
wsj_0171	5	25	signal	s3	1
wsj_0172	1	28	signal	s1	1
wsj_0172	3	13	signal	s2	1
wsj_0172	3	17	signal	s3	1
wsj_0173	0	16	signal	s1	1
wsj_0173	2	19	signal	s2	1
wsj_0173	3	11	signal	s3	1
wsj_0173	3	13	signal	s4	1
wsj_0173	5	19	signal	s5	1
wsj_0175	0	22	signal	s1	1
wsj_0175	1	19	signal	s2	1
wsj_0175	3	0	signal	s3	1
wsj_0184	0	23	signal	s1	1
wsj_0187	4	0	signal	s1	1
wsj_0189	2	1	signal	s1	1
wsj_0189	3	0	signal	s2	1
wsj_0189	5	1	signal	s3	1
wsj_0189	9	0	signal	s4	1
wsj_0189	10	7	signal	s5	1
wsj_0263	5	23	signal	s1	1
wsj_0266	1	29	signal	s1	1
wsj_0292	0	14	signal	s1	1
wsj_0292	3	0	signal	s2	1
wsj_0292	6	9	signal	s3	1
wsj_0292	7	0	signal	s4	1
wsj_0292	8	0	signal	s5	1
wsj_0313	0	20	signal	s1	1
wsj_0313	2	0	signal	s2	1
wsj_0313	5	18	signal	s3	1
wsj_0313	7	14	signal	s4	1
wsj_0321	4	0	signal	s1	1
wsj_0325	1	23	signal	s1	1
wsj_0325	2	11	signal	s2	1
wsj_0325	6	0	signal	s3	1
wsj_0325	7	6	signal	s4	1
wsj_0332	0	38	signal	s1	1
wsj_0332	1	14	signal	s2	1
wsj_0332	4	4	signal	s3	1
wsj_0332	4	5	signal	s3	1
wsj_0340	5	15	signal	s1	1
wsj_0340	5	16	signal	s1	1
wsj_0340	5	17	signal	s1	1
wsj_0344	0	33	signal	s1	1
wsj_0344	0	37	signal	s2	1
wsj_0346	3	12	signal	s1	1
wsj_0346	3	15	signal	s2	1
wsj_0348	3	13	signal	s1	1
wsj_0348	5	22	signal	s2	1
wsj_0376	2	16	signal	s1	1
wsj_0376	2	17	signal	s1	1
wsj_0376	2	18	signal	s1	1
wsj_0376	7	16	signal	s2	1
wsj_0376	7	19	signal	s3	1
wsj_0376	11	4	signal	s4	1
wsj_0376	15	18	signal	s5	1
wsj_0533	3	1	signal	s1	1
wsj_0533	3	10	signal	s2	1
wsj_0533	4	24	signal	s3	1
wsj_0533	4	48	signal	s4	1
wsj_0533	5	17	signal	s5	1
wsj_0534	0	9	signal	s1	1
wsj_0534	1	12	signal	s2	1
wsj_0534	2	0	signal	s3	1
wsj_0541	0	7	signal	s1	1
wsj_0541	4	0	signal	s2	1
wsj_0542	0	29	signal	s1	1
wsj_0542	0	31	signal	s2	1
wsj_0542	0	53	signal	s3	1
wsj_0542	0	59	signal	s4	1
wsj_0542	2	15	signal	s5	1
wsj_0542	2	21	signal	s6	1
wsj_0542	5	5	signal	s7	1
wsj_0551	0	8	signal	s1	1
wsj_0551	1	10	signal	s2	1
wsj_0557	4	25	signal	s1	1
wsj_0557	5	7	signal	s2	1
wsj_0557	6	9	signal	s3	1
wsj_0557	9	0	signal	s4	1
wsj_0557	9	4	signal	s5	1
wsj_0557	13	5	signal	s6	1
wsj_0568	0	10	signal	s1	1
wsj_0568	5	7	signal	s2	1
wsj_0568	8	21	signal	s3	1
wsj_0568	11	10	signal	s4	1
wsj_0568	12	17	signal	s5	1
wsj_0568	13	13	signal	s6	1
wsj_0568	13	31	signal	s7	1
wsj_0568	14	9	signal	s8	1
wsj_0568	14	32	signal	s9	1
wsj_0568	16	6	signal	s10	1
wsj_0568	22	17	signal	s11	1
wsj_0568	28	10	signal	s12	1
wsj_0568	30	12	signal	s13	1
wsj_0568	30	23	signal	s14	1
wsj_0568	31	11	signal	s15	1
wsj_0568	32	13	signal	s16	1
wsj_0568	32	20	signal	s17	1
wsj_0568	34	14	signal	s18	1
wsj_0568	35	4	signal	s19	1
wsj_0570	1	20	signal	s1	1
wsj_0570	2	0	signal	s2	1
wsj_0570	2	7	signal	s3	1
wsj_0570	4	10	signal	s4	1
wsj_0570	4	13	signal	s5	1
wsj_0570	5	19	signal	s6	1
wsj_0570	8	3	signal	s7	1
wsj_0570	8	29	signal	s8	1
wsj_0570	9	11	signal	s9	1
wsj_0570	9	20	signal	s10	1
wsj_0570	10	8	signal	s11	1
wsj_0570	13	18	signal	s12	1
wsj_0570	14	0	signal	s13	1
wsj_0575	2	27	signal	s1	1
wsj_0575	4	0	signal	s2	1
wsj_0575	5	2	signal	s3	1
wsj_0575	9	60	signal	s4	1
wsj_0575	10	14	signal	s5	1
wsj_0575	12	0	signal	s6	1
wsj_0575	12	25	signal	s7	1
wsj_0575	15	0	signal	s8	1
wsj_0575	22	16	signal	s9	1
wsj_0575	25	25	signal	s10	1
wsj_0575	26	3	signal	s11	1
wsj_0575	27	0	signal	s12	1
wsj_0575	27	1	signal	s12	1
wsj_0575	27	2	signal	s12	1
wsj_0575	27	3	signal	s12	1
wsj_0583	6	10	signal	s1	1
wsj_0583	6	13	signal	s2	1
wsj_0583	13	1	signal	s3	1
wsj_0583	16	0	signal	s4	1
wsj_0583	16	4	signal	s5	1
wsj_0583	20	31	signal	s6	1
wsj_0583	27	1	signal	s7	1
wsj_0583	29	29	signal	s8	1
wsj_0583	30	0	signal	s9	1
wsj_0584	2	24	signal	s1	1
wsj_0584	4	32	signal	s2	1
wsj_0584	4	33	signal	s2	1
wsj_0584	11	33	signal	s3	1
wsj_0584	14	1	signal	s4	1
wsj_0584	17	0	signal	s5	1
wsj_0584	19	7	signal	s6	1
wsj_0584	22	25	signal	s7	1
wsj_0584	25	12	signal	s8	1
wsj_0584	26	32	signal	s9	1
wsj_0584	26	34	signal	s10	1
wsj_0584	38	27	signal	s11	1
wsj_0584	40	0	signal	s12	1
wsj_0584	43	14	signal	s13	1
wsj_0584	45	48	signal	s14	1
wsj_0585	5	30	signal	s1	1
wsj_0585	12	22	signal	s2	1
wsj_0585	13	7	signal	s3	1
wsj_0585	18	7	signal	s4	1
wsj_0585	19	9	signal	s5	1
wsj_0585	19	14	signal	s6	1
wsj_0585	24	12	signal	s7	1
wsj_0585	29	9	signal	s8	1
wsj_0585	29	21	signal	s9	1
wsj_0585	35	3	signal	s10	1
wsj_0585	35	9	signal	s11	1
wsj_0585	37	2	signal	s12	1
wsj_0585	40	16	signal	s13	1
wsj_0585	41	0	signal	s14	1
wsj_0585	42	23	signal	s15	1
wsj_0585	53	12	signal	s16	1
wsj_0585	54	7	signal	s17	1
wsj_0585	55	7	signal	s18	1
wsj_0585	58	8	signal	s19	1
wsj_0610	5	14	signal	s1	1
wsj_0610	8	15	signal	s2	1
wsj_0610	8	16	signal	s2	1
wsj_0610	19	9	signal	s3	1
wsj_0610	19	11	signal	s4	1
wsj_0610	20	25	signal	s5	1
wsj_0610	21	7	signal	s6	1
wsj_0610	29	1	signal	s7	1
wsj_0610	29	13	signal	s8	1
wsj_0610	32	1	signal	s9	1
wsj_0610	34	2	signal	s10	1
wsj_0610	36	0	signal	s11	1
wsj_0610	36	14	signal	s12	1
wsj_0610	37	26	signal	s13	1
wsj_0610	42	9	signal	s14	1
wsj_0612	4	10	signal	s1	1
wsj_0637	1	19	signal	s1	1
wsj_0637	2	0	signal	s2	1
wsj_0637	3	4	signal	s3	1
wsj_0637	4	4	signal	s4	1
wsj_0637	5	17	signal	s5	1
wsj_0637	5	18	signal	s5	1
wsj_0637	5	19	signal	s5	1
wsj_0637	5	24	signal	s6	1
wsj_0650	1	25	signal	s1	1
wsj_0650	1	26	signal	s1	1
wsj_0660	5	5	signal	s1	1
wsj_0660	5	6	signal	s1	1
wsj_0660	6	2	signal	s2	1
wsj_0661	0	37	signal	s1	1
wsj_0661	9	2	signal	s2	1
wsj_0662	5	0	signal	s1	1
wsj_0662	5	3	signal	s2	1
wsj_0667	0	23	signal	s1	1
wsj_0667	3	16	signal	s2	1
wsj_0667	5	26	signal	s3	1
wsj_0670	0	24	signal	s1	1
wsj_0670	1	40	signal	s2	1
wsj_0670	1	45	signal	s3	1
wsj_0670	2	2	signal	s4	1
wsj_0670	5	13	signal	s5	1
wsj_0670	7	0	signal	s6	1
wsj_0674	4	5	signal	s1	1
wsj_0674	4	8	signal	s2	1
wsj_0674	5	9	signal	s3	1
wsj_0675	5	5	signal	s1	1
wsj_0675	11	14	signal	s2	1
wsj_0675	14	7	signal	s3	1
wsj_0675	14	11	signal	s4	1
wsj_0675	24	6	signal	s5	1
wsj_0679	1	22	signal	s1	1
wsj_0679	1	25	signal	s2	1
wsj_0679	2	30	signal	s3	1
wsj_0679	6	15	signal	s4	1
wsj_0695	4	8	signal	s1	1
wsj_0695	8	0	signal	s2	1
wsj_0695	8	3	signal	s3	1
wsj_0709	1	9	signal	s1	1
wsj_0709	2	15	signal	s2	1
wsj_0709	3	0	signal	s3	1
wsj_0713	3	21	signal	s1	1
wsj_0713	3	23	signal	s2	1
wsj_0713	4	18	signal	s3	1
wsj_0736	1	17	signal	s1	1
wsj_0736	5	9	signal	s2	1
wsj_0736	5	16	signal	s3	1
wsj_0736	6	0	signal	s4	1
wsj_0736	8	8	signal	s5	1
wsj_0745	3	18	signal	s1	1
wsj_0745	4	3	signal	s2	1
wsj_0745	11	24	signal	s3	1
wsj_0745	11	28	signal	s4	1
wsj_0745	12	17	signal	s5	1
wsj_0745	14	6	signal	s6	1
wsj_0745	14	12	signal	s7	1
wsj_0745	16	11	signal	s8	1
wsj_0745	20	8	signal	s9	1
wsj_0745	20	10	signal	s10	1
wsj_0745	20	25	signal	s11	1
wsj_0745	23	19	signal	s12	1
wsj_0751	2	16	signal	s1	1
wsj_0751	4	6	signal	s2	1
wsj_0752	2	0	signal	s1	1
wsj_0760	9	0	signal	s1	1
wsj_0760	10	0	signal	s2	1
wsj_0762	3	6	signal	s1	1
wsj_0762	3	30	signal	s2	1
wsj_0768	2	0	signal	s1	1
wsj_0768	5	22	signal	s2	1
wsj_0768	9	0	signal	s3	1
wsj_0768	9	23	signal	s4	1
wsj_0768	10	10	signal	s5	1
wsj_0768	18	16	signal	s6	1
wsj_0768	23	15	signal	s7	1
wsj_0768	23	21	signal	s8	1
wsj_0768	24	14	signal	s9	1
wsj_0768	27	17	signal	s10	1
wsj_0768	28	15	signal	s11	1
wsj_0768	28	26	signal	s12	1
wsj_0768	30	9	signal	s13	1
wsj_0768	31	0	signal	s14	1
wsj_0768	33	9	signal	s15	1
wsj_0768	35	2	signal	s16	1
wsj_0768	36	8	signal	s17	1
wsj_0768	37	1	signal	s18	1
wsj_0778	1	12	signal	s1	1
wsj_0778	2	22	signal	s2	1
wsj_0778	3	8	signal	s3	1
wsj_0778	5	0	signal	s4	1
wsj_0778	9	27	signal	s5	1
wsj_0778	10	16	signal	s6	1
wsj_0778	13	14	signal	s7	1
wsj_0778	17	6	signal	s8	1
wsj_0778	18	0	signal	s9	1
wsj_0778	18	30	signal	s10	1
wsj_0778	19	9	signal	s11	1
wsj_0778	19	14	signal	s12	1
wsj_0778	19	17	signal	s13	1
wsj_0778	21	18	signal	s14	1
wsj_0778	23	22	signal	s15	1
wsj_0778	24	22	signal	s16	1
wsj_0778	25	4	signal	s17	1
wsj_0786	4	6	signal	s1	1
wsj_0786	5	0	signal	s2	1
wsj_0786	6	3	signal	s3	1
wsj_0786	7	0	signal	s4	1
wsj_0786	13	2	signal	s5	1
wsj_0786	13	6	signal	s6	1
wsj_0786	13	7	signal	s6	1
wsj_0786	14	6	signal	s7	1
wsj_0805	1	11	signal	s1	1
wsj_0806	5	7	signal	s1	1
wsj_0810	7	0	signal	s1	1
wsj_0810	7	1	signal	s1	1
wsj_0810	7	2	signal	s1	1
wsj_0810	7	3	signal	s1	1
wsj_0810	12	0	signal	s2	1
wsj_0810	13	3	signal	s3	1
wsj_0810	18	13	signal	s4	1
wsj_0810	18	17	signal	s5	1
wsj_0810	19	15	signal	s6	1
wsj_0810	20	3	signal	s7	1
wsj_0810	25	18	signal	s8	1
wsj_0810	25	22	signal	s9	1
wsj_0810	29	25	signal	s10	1
wsj_0811	2	14	signal	s1	1
wsj_0816	3	16	signal	s1	1
wsj_0816	5	16	signal	s2	1
wsj_0816	5	20	signal	s3	1
wsj_0816	6	12	signal	s4	1
wsj_0816	6	23	signal	s5	1
wsj_0816	10	36	signal	s6	1
wsj_0816	15	13	signal	s7	1
wsj_0904	0	10	signal	s1	1
wsj_0904	6	1	signal	s2	1
wsj_0904	8	1	signal	s3	1
wsj_0904	9	0	signal	s4	1
wsj_0907	1	0	signal	s1	1
wsj_0907	2	18	signal	s2	1
wsj_0907	3	8	signal	s3	1
wsj_0918	0	11	signal	s1	1
wsj_0918	1	11	signal	s2	1
wsj_0918	5	0	signal	s3	1
wsj_0918	8	35	signal	s4	1
wsj_0918	8	41	signal	s5	1
wsj_0918	14	6	signal	s6	1
wsj_0918	16	19	signal	s7	1
wsj_0918	17	20	signal	s8	1
wsj_0918	18	13	signal	s9	1
wsj_0918	20	24	signal	s10	1
wsj_0918	22	5	signal	s11	1
wsj_0918	25	0	signal	s12	1
wsj_0918	28	16	signal	s13	1
wsj_0918	28	19	signal	s14	1
wsj_0924	2	13	signal	s1	1
wsj_0924	3	0	signal	s2	1
wsj_0924	4	28	signal	s3	1
wsj_0927	1	15	signal	s1	1
wsj_0927	1	16	signal	s1	1
wsj_0927	10	0	signal	s2	1
wsj_0927	16	1	signal	s3	1
wsj_0927	16	2	signal	s3	1
wsj_0927	18	26	signal	s4	1
wsj_0927	26	1	signal	s5	1
wsj_0928	0	8	signal	s1	1
wsj_0928	0	30	signal	s2	1
wsj_0928	1	16	signal	s3	1
wsj_0928	2	0	signal	s4	1
wsj_0928	4	0	signal	s5	1
wsj_0928	4	12	signal	s6	1
wsj_0928	5	33	signal	s7	1
wsj_0928	6	20	signal	s8	1
wsj_0928	7	13	signal	s9	1
wsj_0928	8	32	signal	s10	1
wsj_0928	9	11	signal	s11	1
wsj_0928	9	15	signal	s12	1
wsj_0928	10	10	signal	s13	1
wsj_0928	10	31	signal	s14	1
wsj_0938	1	13	signal	s1	1
wsj_0938	2	21	signal	s2	1
wsj_0938	3	3	signal	s3	1
wsj_0938	4	8	signal	s4	1
wsj_0938	11	1	signal	s5	1
wsj_0938	13	21	signal	s6	1
wsj_0938	15	33	signal	s7	1
wsj_0938	15	48	signal	s8	1
wsj_0938	17	6	signal	s9	1
wsj_0938	24	19	signal	s10	1
wsj_0950	0	20	signal	s1	1
wsj_0950	1	0	signal	s2	1
wsj_0950	8	37	signal	s3	1
wsj_0950	8	48	signal	s4	1
wsj_0950	12	0	signal	s5	1
wsj_0950	18	0	signal	s6	1
wsj_0950	21	0	signal	s7	1
wsj_0973	1	23	signal	s1	1
wsj_0973	2	0	signal	s2	1
wsj_0973	3	0	signal	s3	1
wsj_0973	3	19	signal	s4	1
wsj_0973	10	14	signal	s5	1
wsj_0973	11	15	signal	s6	1
wsj_0973	15	15	signal	s7	1
wsj_0973	19	36	signal	s8	1
wsj_0973	21	2	signal	s9	1
wsj_0981	4	17	signal	s1	1
wsj_0981	9	46	signal	s2	1
wsj_0981	10	5	signal	s3	1
wsj_0991	0	8	signal	s1	1
wsj_0991	0	20	signal	s2	1
wsj_0991	3	0	signal	s3	1
wsj_1003	0	22	signal	s1	1
wsj_1003	2	24	signal	s2	1
wsj_1003	14	25	signal	s3	1
wsj_1003	16	0	signal	s4	1
wsj_1003	16	1	signal	s4	1
wsj_1003	16	2	signal	s4	1
wsj_1003	16	3	signal	s4	1
wsj_1003	19	49	signal	s5	1
wsj_1006	3	4	signal	s1	1
wsj_1006	27	12	signal	s2	1
wsj_1006	27	19	signal	s3	1
wsj_1011	4	0	signal	s1	1
wsj_1011	8	27	signal	s2	1
wsj_1013	10	20	signal	s1	1
wsj_1013	12	7	signal	s2	1
wsj_1013	17	4	signal	s3	1
wsj_1013	19	11	signal	s4	1
wsj_1013	19	14	signal	s5	1
wsj_1013	20	18	signal	s6	1
wsj_1014	8	4	signal	s1	1
wsj_1014	8	5	signal	s1	1
wsj_1014	8	6	signal	s1	1
wsj_1014	8	7	signal	s1	1
wsj_1033	2	24	signal	s1	1
wsj_1038	7	10	signal	s1	1
wsj_1042	4	8	signal	s1	1
APW19980306.1001	0	25	signal	s1	1
APW19980306.1001	1	5	signal	s2	1
APW19980306.1001	6	33	signal	s3	1
APW19980306.1001	17	15	signal	s4	1
APW19980306.1001	19	18	signal	s5	1
APW19980306.1001	21	7	signal	s6	1
APW19980306.1001	22	5	signal	s7	1
APW19980306.1001	24	15	signal	s8	1
APW19980306.1001	24	21	signal	s9	1
VOA19980501.1800.0355	0	14	signal	s1	1
VOA19980501.1800.0355	2	0	signal	s2	1
VOA19980501.1800.0355	3	0	signal	s3	1
WSJ900813-0157	50	4	signal	s1	1
WSJ900813-0157	59	44	signal	s2	1
ea980120.1830.0456	3	1	signal	s1	1
wsj_0505	3	9	signal	s1	1
wsj_0505	5	0	signal	s2	1
wsj_0505	5	4	signal	s3	1
wsj_0505	6	23	signal	s4	1
wsj_0505	7	14	signal	s5	1
wsj_0527	0	6	signal	s1	1
wsj_0527	0	31	signal	s2	1
wsj_0527	8	10	signal	s3	1
wsj_0586	0	10	signal	s1	1
wsj_0586	1	17	signal	s2	1
wsj_0586	2	5	signal	s3	1
wsj_0586	3	8	signal	s4	1
wsj_0586	4	15	signal	s5	1
wsj_0586	4	25	signal	s6	1
wsj_0586	19	13	signal	s7	1
wsj_0586	21	0	signal	s8	1
wsj_0586	24	5	signal	s9	1
wsj_0586	27	10	signal	s10	1
wsj_0586	29	15	signal	s11	1
wsj_0586	31	19	signal	s12	1
wsj_0586	31	20	signal	s12	1
wsj_0586	36	28	signal	s13	1
wsj_0586	43	4	signal	s14	1
ABC19980120.1830.0957	9	0	signal	s1	1
ABC19980120.1830.0957	12	6	signal	s2	1
ABC19980120.1830.0957	19	0	signal	s3	1
APW19980301.0720	9	3	signal	s1	1
CNN19980227.2130.0067	10	11	signal	s1	1
NYT19980402.0453	0	20	signal	s1	1
NYT19980402.0453	2	10	signal	s2	1
PRI19980303.2000.2550	9	15	signal	s1	1
wsj_0032	1	18	signal	s1	1
wsj_0073	0	27	signal	s1	1
wsj_0106	2	23	signal	s1	1
wsj_0520	0	8	signal	s1	1
