12746_20000615.txt.tml.plain	2000-06-15	t0
106_20020402.txt.tml.plain	2002-04-02	t0
112_20011101.txt.tml.plain	2001-11-01	t0
AA_Sebastian_Nieva_ARG.tml.plain	2010-10-10	t0
112_20010402.txt.tml.plain	2001-04-02	t0
121_19991202_e.txt.tml.plain	1999-12-02	t0
122_20011202.txt.tml.plain	2001-12-02	t0
106_20011201.txt.tml.plain	2001-12-01	t0
110_20001202.txt.tml.plain	2000-12-02	t0
11553_20000817.txt.tml.plain	2000-08-17	t0
106_20000602.txt.tml.plain	2000-06-02	t0
113_20020302.txt.tml.plain	2002-03-02	t0
111_C-5.txt.tml.plain	2000-07-13	t0
118_20010602.txt.tml.plain	2001-06-02	t0
122_20020103.txt.tml.plain	2002-01-03	t0
110_20000502.txt.tml.plain	2000-05-02	t0
1267_20000103.txt.tml.plain	2000-01-03	t0
129_20000702.txt.tml.plain	2000-07-02	t0
111_C-2.txt.tml.plain	2000-06-01	t0
10_19981202.txt.tml.plain	1998-12-02	t0
11977_20000215.txt.tml.plain	2000-02-15	t0
11_19990702.txt.tml.plain	1999-07-02	t0
11177_20000817.txt.tml.plain	2000-08-17	t0
124_20010201.txt.tml.plain	2001-02-01	t0
105_20020502.txt.tml.plain	2002-05-02	t0
115_20011001.txt.tml.plain	2001-10-01	t0
106_20000201.txt.tml.plain	2000-02-01	t0
123_20010202.txt.tml.plain	2001-02-02	t0
113_19990501_c.txt.tml.plain	1999-05-01	t0
104_20001201.txt.tml.plain	2000-12-01	t0
11470_20000515.txt.tml.plain	2000-05-15	t0
12406_20000916.txt.tml.plain	2000-09-16	t0
122_19990701.txt.tml.plain	1999-07-01	t0
104_C-4.txt.tml.plain	2000-06-02	t0
129_20010702.txt.tml.plain	2001-07-02	t0
12584_20001016.txt.tml.plain	2000-10-16	t0
128_20001001.txt.tml.plain	2000-10-01	t0
12633_20000315.txt.tml.plain	2000-03-15	t0
120_20010103.txt.tml.plain	2001-01-03	t0
107_20000701.txt.tml.plain	2000-07-01	t0
107_20010201.txt.tml.plain	2001-02-01	t0
12375_20000119.txt.tml.plain	2000-01-19	t0
108_20000601_b.txt.tml.plain	2000-06-01	t0
108_19990602.txt.tml.plain	1999-06-02	t0
127_20010401.txt.tml.plain	2001-04-01	t0
117_19981201.txt.tml.plain	1998-12-01	t0
12000_20000415.txt.tml.plain	2000-04-15	t0
131_20010501.txt.tml.plain	2001-05-01	t0
112_19981202.txt.tml.plain	1998-12-02	t0
10938_20000214.txt.tml.plain	2000-02-14	t0
10583_20000714.txt.tml.plain	2000-07-14	t0
124_19990103.txt.tml.plain	1999-01-03	t0
117_20010103.txt.tml.plain	2001-01-03	t0
126_20020502.txt.tml.plain	2002-05-02	t0
12_20020402.txt.tml.plain	2002-04-02	t0
11_19990902.txt.tml.plain	1999-09-02	t0
116_19991201.txt.tml.plain	1999-12-01	t0
108_20000601_e.txt.tml.plain	2000-06-01	t0
109_19981201.txt.tml.plain	1998-12-01	t0
106_19991202.txt.tml.plain	1999-12-02	t0
130_19990502.txt.tml.plain	1999-05-02	t0
115_20010801.txt.tml.plain	2001-08-01	t0
104_c-2.txt.tml.plain	2000-06-01	t0
13146_20000216.txt.tml.plain	2000-02-16	t0
111_20010102.txt.tml.plain	2001-01-02	t0
114_20000401.txt.tml.plain	2000-04-01	t0
11_20020402.txt.tml.plain	2002-04-02	t0
125_19990702.txt.tml.plain	1999-07-02	t0
115_20010901.txt.tml.plain	2001-09-01	t0
10585_20000213.txt.tml.plain	2000-02-13	t0
12_20010302.txt.tml.plain	2001-03-02	t0
108_20000601_c.txt.tml.plain	2000-06-01	t0
104_c-3.txt.tml.plain	2000-05-31	t0
107_20000202.txt.tml.plain	2000-02-02	t0
128_20010202.txt.tml.plain	2001-02-02	t0
117_19990202.txt.tml.plain	1999-02-02	t0
113_20001202.txt.tml.plain	2000-12-02	t0
11_20000801.txt.tml.plain	2000-08-01	t0
122_19990202.txt.tml.plain	1999-02-02	t0
116_20010601.txt.tml.plain	2001-06-01	t0
12812_20001116.txt.tml.plain	2000-11-16	t0
108_20000601_a.txt.tml.plain	2000-06-01	t0
AA_DATE_intensive.txt.tml.plain	2011-07-01	t0
10656_20001214.txt.tml.plain	2000-12-14	t0
121_20010401.txt.tml.plain	2001-04-01	t0
113_20000201.txt.tml.plain	2000-02-01	t0
122_19990401.txt.tml.plain	1999-04-01	t0
11099_20000915.txt.tml.plain	2000-09-15	t0
11714_20000314.txt.tml.plain	2000-03-14	t0
11_20020902.txt.tml.plain	2002-09-02	t0
104_20020502.txt.tml.plain	2002-05-02	t0
120_20000102.txt.tml.plain	2000-01-02	t0
118_20011202.txt.tml.plain	2001-12-02	t0
124_20000102.txt.tml.plain	2000-01-02	t0
125_19990501.txt.tml.plain	1999-05-01	t0
108_20020202.txt.tml.plain	2002-02-02	t0
120_20020501.txt.tml.plain	2002-05-01	t0
120_20020301.txt.tml.plain	2002-03-01	t0
124_20010402.txt.tml.plain	2001-04-02	t0
108_20000402.txt.tml.plain	2000-04-02	t0
105_20020301.txt.tml.plain	2002-03-01	t0
125_20020202.txt.tml.plain	2002-02-02	t0
110_20000401.txt.tml.plain	2000-04-01	t0
108_20000301_c.txt.tml.plain	2000-03-01	t0
10_20020102.txt.tml.plain	2002-01-02	t0
12863_20001116.txt.tml.plain	2000-11-16	t0
121_19991202_c.txt.tml.plain	1999-12-02	t0
110_20010502.txt.tml.plain	2001-05-02	t0
111_20010702.txt.tml.plain	2001-07-02	t0
109_19990502.txt.tml.plain	1999-05-02	t0
123_19990601.txt.tml.plain	1999-06-01	t0
111_C-1.txt.tml.plain	2000-06-01	t0
12873_20000819.txt.tml.plain	2000-08-19	t0
12469_20001216.txt.tml.plain	2000-12-16	t0
111_19981201.txt.tml.plain	1998-12-01	t0
120_20011001.txt.tml.plain	2001-10-01	t0
115_20020103.txt.tml.plain	2002-01-03	t0
126_20010301.txt.tml.plain	2001-03-01	t0
131_20010502.txt.tml.plain	2001-05-02	t0
11_20001202.txt.tml.plain	2000-12-02	t0
109_20010301.txt.tml.plain	2001-03-01	t0
11011_20000914.txt.tml.plain	2000-09-14	t0
11456_20000715.txt.tml.plain	2000-07-15	t0
13026_20001117.txt.tml.plain	2000-11-17	t0
13108_20000120.txt.tml.plain	2000-01-20	t0
12803_20000416.txt.tml.plain	2000-04-16	t0
10_20010601.txt.tml.plain	2001-06-01	t0
11_19990202.txt.tml.plain	1999-02-02	t0
111_C-4.txt.tml.plain	2000-06-08	t0
108_19990601.txt.tml.plain	1999-06-01	t0
129_20010502.txt.tml.plain	2001-05-02	t0
105_19990401.txt.tml.plain	1999-04-01	t0
108_20000602.txt.tml.plain	2000-06-02	t0
13150_20000316.txt.tml.plain	2000-03-16	t0
130_19991001.txt.tml.plain	1999-10-01	t0
10952_20000714.txt.tml.plain	2000-07-14	t0
107_19991001.txt.tml.plain	1999-10-01	t0
10664_20000117.txt.tml.plain	2000-01-17	t0
115_20020202.txt.tml.plain	2002-02-02	t0
104_c-1.txt.tml.plain	2000-06-08	t0
130_19990701.txt.tml.plain	1999-07-01	t0
10_20010301.txt.tml.plain	2001-03-01	t0
10_20010103.txt.tml.plain	2001-01-03	t0
11_20000302.txt.tml.plain	2000-03-02	t0
116_20020102.txt.tml.plain	2002-01-02	t0
12967_20000417.txt.tml.plain	2000-04-17	t0
122_20010502.txt.tml.plain	2001-05-02	t0
