wsj_0762.tml.plain	1989-10-27	t0
wsj_0816.tml.plain	1989-10-27	t0
APW19980809.0700.tml.plain	1998-08-09	t0
wsj_0122.tml.plain	1989-11-02	t0
wsj_0106.tml.plain	1989-11-02	t0
wsj_0159.tml.plain	1989-11-02	t0
wsj_0171.tml.plain	1989-11-02	t0
NYT19981120.0362.tml.plain	1998-11-20T19:30	t0
APW19980818.0515.tml.plain	1998-08-18	t0
wsj_0344.tml.plain	1989-11-01	t0
wsj_0167.tml.plain	1989-11-02	t0
APW20000401.0150.tml.plain	2000-04-01	t0
APW20000107.0318.tml.plain	2000-01-07	t0
XIE19990313.0031.tml.plain	1999-03-13	t0
wsj_0151.tml.plain	1989-11-02	t0
wsj_0376.tml.plain	1989-10-31	t0
wsj_1042.tml.plain	1989-10-26	t0
NYT20000106.0007.tml.plain	2000-01-06	t0
APW19980301.0720.tml.plain	1998-03-01T14:11:00	t0
wsj_0136.tml.plain	1989-11-02	t0
wsj_0736.tml.plain	1989-10-27	t0
wsj_0266.tml.plain	1989-11-01	t0
wsj_0006.tml.plain	1989-11-02	t0
APW20000216.0272.tml.plain	2000-02-16	t0
NYT19980907.0112.tml.plain	1998-09-07	t0
wsj_0695.tml.plain	1989-10-27	t0
wsj_1008.tml.plain	1989-10-26	t0
wsj_0768.tml.plain	1989-10-27	t0
APW19980322.0749.tml.plain	1998-03-22T14:57:00	t0
CNN19980213.2130.0155.tml.plain	1998-02-13	t0
wsj_0650.tml.plain	1989-10-30	t0
APW19991008.0151.tml.plain	1999-10-08	t0
wsj_0551.tml.plain	1989-10-30	t0
wsj_0906.tml.plain	1989-10-26	t0
wsj_0555.tml.plain	1989-10-30	t0
APW19990122.0193.tml.plain	1999-01-22T13:06	t0
PRI19980205.2000.1890.tml.plain	1998-02-05	t0
APW20000403.0057.tml.plain	2000-04-03	t0
wsj_0815.tml.plain	1989-10-27	t0
ABC19980108.1830.0711.tml.plain	1998-01-08	t0
wsj_0027.tml.plain	1989-11-02	t0
VOA19980501.1800.0355.tml.plain	1998-05-01	t0
APW20000216.0193.tml.plain	2000-02-16	t0
APW19980808.0022.tml.plain	1998-08-08	t0
NYT19990419.0515.tml.plain	1999-04-19T23:14	t0
wsj_0356.tml.plain	1989-11-01	t0
wsj_0135.tml.plain	1989-11-02	t0
VOA19980303.1600.0917.tml.plain	1998-03-03	t0
APW19990206.0090.tml.plain	1999-02-06T06:22	t0
wsj_0168.tml.plain	1989-11-02	t0
APW19990216.0198.tml.plain	1999-02-16T12:55	t0
CNN19980222.1130.0084.tml.plain	1998-02-22	t0
APW19990506.0155.tml.plain	1999-05-06T15:05	t0
VOA19980331.1700.1533.tml.plain	1998-03-31	t0
wsj_1003.tml.plain	1989-10-26	t0
APW19980227.0468.tml.plain	1998-02-27T07:56:00	t0
wsj_0568.tml.plain	1989-10-30	t0
NYT20000330.0406.tml.plain	2000-03-30	t0
APW19980418.0210.tml.plain	1998-04-18T06:07:00	t0
APW20000405.0276.tml.plain	2000-04-05	t0
wsj_0981.tml.plain	1989-10-26	t0
CNN19980223.1130.0960.tml.plain	1998-02-23	t0
XIE19980821.0077.tml.plain	1998-08-21	t0
APW19980308.0201.tml.plain	1998-03-08T06:26:00	t0
NYT20000329.0359.tml.plain	2000-03-29	t0
ABC19980304.1830.1636.tml.plain	1998-03-04	t0
PRI19980213.2000.0313.tml.plain	1998-02-13	t0
APW19980930.0425.tml.plain	1998-09-30	t0
NYT20000403.0463.tml.plain	2000-04-03	t0
wsj_0176.tml.plain	1989-11-02	t0
wsj_0973.tml.plain	1989-10-26	t0
wsj_0950.tml.plain	1989-10-26	t0
XIE19980809.0010.tml.plain	1998-08-08	t0
ABC19980120.1830.0957.tml.plain	1998-01-20	t0
wsj_0348.tml.plain	1989-11-01	t0
wsj_0073.tml.plain	1989-11-02	t0
APW19980820.1428.tml.plain	1998-08-20	t0
wsj_0924.tml.plain	1989-10-26	t0
wsj_0346.tml.plain	1989-11-01	t0
APW20000124.0182.tml.plain	2000-01-24T19:48	t0
wsj_0674.tml.plain	1989-10-30	t0
wsj_0637.tml.plain	1989-10-30	t0
wsj_1013.tml.plain	1989-10-26	t0
APW20000128.0316.tml.plain	2000-01-28	t0
APW19980501.0480.tml.plain	1998-05-01T09:13:00	t0
XIE19990313.0173.tml.plain	1999-03-13	t0
NYT19981026.0446.tml.plain	1998-10-26T22:54	t0
APW19980306.1001.tml.plain	1998-03-06T13:19:00	t0
wsj_1040.tml.plain	1989-10-26	t0
PRI19980121.2000.2591.tml.plain	1998-01-21	t0
NYT20000224.0173.tml.plain	2000-02-24	t0
XIE19980808.0049.tml.plain	1998-08-08	t0
wsj_0810.tml.plain	1989-10-27	t0
wsj_0132.tml.plain	1989-11-02	t0
XIE19980808.0031.tml.plain	1998-08-08	t0
wsj_1039.tml.plain	1989-10-26	t0
APW19990607.0041.tml.plain	1999-06-07T19:00	t0
APW19980227.0494.tml.plain	1998-02-27T08:17:00	t0
NYT19980206.0460.tml.plain	1998-02-06T22:19:00	t0
XIE19990313.0229.tml.plain	1999-03-13	t0
APW19980811.0474.tml.plain	1998-08-11	t0
wsj_0778.tml.plain	1989-10-27	t0
APW19980810.0907.tml.plain	1998-08-10	t0
APW19990410.0123.tml.plain	1999-04-10T06:27	t0
APW19980213.1310.tml.plain	1998-02-13T14:26:00	t0
wsj_1033.tml.plain	1989-10-26	t0
wsj_0752.tml.plain	1989-10-27	t0
APW20000106.0064.tml.plain	2000-01-06	t0
APW19981205.0374.tml.plain	1998-12-05T09:42	t0
APW19980213.1320.tml.plain	1998-02-13T14:35:00	t0
APW19980213.1380.tml.plain	1998-02-13T15:44:00	t0
APW19991024.0075.tml.plain	1999-10-24T20:00	t0
wsj_0032.tml.plain	1989-11-02	t0
wsj_0662.tml.plain	1989-10-30	t0
wsj_0612.tml.plain	1989-10-30	t0
wsj_0584.tml.plain	1989-10-30	t0
XIE19980812.0062.tml.plain	1998-08-11	t0
wsj_0340.tml.plain	1989-11-01	t0
APW19980813.1117.tml.plain	1998-08-13	t0
APW19990312.0251.tml.plain	1999-03-12T10:34	t0
wsj_0316.tml.plain	1989-11-01	t0
wsj_0187.tml.plain	1989-11-02	t0
wsj_0150.tml.plain	1989-11-02	t0
wsj_0786.tml.plain	1989-10-27	t0
wsj_0541.tml.plain	1989-10-30	t0
wsj_0165.tml.plain	1989-11-02	t0
NYT19990312.0271.tml.plain	1999-03-12T18:41	t0
wsj_0534.tml.plain	1989-10-30	t0
wsj_0570.tml.plain	1989-10-30	t0
wsj_0124.tml.plain	1989-11-02	t0
wsj_1011.tml.plain	1989-10-26	t0
wsj_0158.tml.plain	1989-11-02	t0
APW19980626.0364.tml.plain	1998-06-26T07:07:00	t0
wsj_0991.tml.plain	1989-10-26	t0
APW19991008.0265.tml.plain	1999-10-08	t0
wsj_0660.tml.plain	1989-10-30	t0
NYT19981025.0188.tml.plain	1998-10-25T21:00	t0
APW20000107.0088.tml.plain	2000-01-07	t0
wsj_1025.tml.plain	1989-10-26	t0
APW20000417.0031.tml.plain	2000-04-17	t0
wsj_0325.tml.plain	1989-11-01	t0
wsj_0557.tml.plain	1989-10-30	t0
ea980120.1830.0071.tml.plain	1998-01-20	t0
wsj_0160.tml.plain	1989-11-02	t0
wsj_0811.tml.plain	1989-10-27	t0
wsj_1006.tml.plain	1989-10-26	t0
wsj_0169.tml.plain	1989-11-02	t0
wsj_0667.tml.plain	1989-10-30	t0
XIE19980814.0294.tml.plain	1998-08-14	t0
VOA19980303.1600.2745.tml.plain	1998-03-03	t0
ea980120.1830.0456.tml.plain	1998-01-20	t0
APW19980227.0489.tml.plain	1998-02-27T08:13:00	t0
wsj_0263.tml.plain	1989-11-01	t0
wsj_0157.tml.plain	1989-11-02	t0
wsj_0324.tml.plain	1989-11-01	t0
wsj_0189.tml.plain	1989-11-02	t0
wsj_0938.tml.plain	1989-10-26	t0
wsj_0907.tml.plain	1989-10-26	t0
wsj_0805.tml.plain	1989-10-27	t0
wsj_0745.tml.plain	1989-10-27	t0
wsj_1035.tml.plain	1989-10-26	t0
wsj_0781.tml.plain	1989-10-27	t0
wsj_0152.tml.plain	1989-11-02	t0
PRI19980205.2000.1998.tml.plain	1998-02-05	t0
wsj_0709.tml.plain	1989-10-27	t0
wsj_0292.tml.plain	1989-11-01	t0
wsj_0527.tml.plain	1989-10-30	t0
wsj_0675.tml.plain	1989-10-30	t0
NYT19980402.0453.tml.plain	1998-04-02T22:52:00	t0
wsj_0670.tml.plain	1989-10-30	t0
wsj_1014.tml.plain	1989-10-26	t0
APW20000328.0257.tml.plain	2000-03-28	t0
wsj_0127.tml.plain	1989-11-02	t0
ed980111.1130.0089.tml.plain	1998-01-11	t0
wsj_0928.tml.plain	1989-10-26	t0
APW199980817.1193.tml.plain	1998-08-17	t0
PRI19980115.2000.0186.tml.plain	1998-01-15	t0
wsj_0542.tml.plain	1989-10-30	t0
wsj_0760.tml.plain	1989-10-27	t0
wsj_0184.tml.plain	1989-11-02	t0
NYT19981121.0173.tml.plain	1998-11-21T17:17	t0
wsj_0713.tml.plain	1989-10-27	t0
wsj_0706.tml.plain	1989-10-27	t0
wsj_0471.tml.plain	1989-10-31	t0
XIE19990227.0171.tml.plain	1999-02-27	t0
NYT19980206.0466.tml.plain	1998-02-06T22:29:00	t0
SJMN91-06338157.tml.plain	1991-12-03	t0
wsj_0026.tml.plain	1989-11-02	t0
APW19980219.0476.tml.plain	1998-02-19T08:02:00	t0
wsj_0332.tml.plain	1989-11-01	t0
wsj_0904.tml.plain	1989-10-26	t0
wsj_0583.tml.plain	1989-10-30	t0
NYT19980212.0019.tml.plain	1998-02-12T01:58:00	t0
wsj_0313.tml.plain	1989-11-01	t0
AP900816-0139.tml.plain	1990-08-16T20:41	t0
NYT20000414.0296.tml.plain	2000-04-14	t0
APW19980911.0475.tml.plain	1998-09-11	t0
wsj_0679.tml.plain	1989-10-30	t0
wsj_0172.tml.plain	1989-11-02	t0
wsj_0321.tml.plain	1989-11-01	t0
wsj_0585.tml.plain	1989-10-30	t0
wsj_0329.tml.plain	1989-11-01	t0
wsj_0791.tml.plain	1989-10-27	t0
wsj_0068.tml.plain	1989-11-02	t0
APW20000210.0328.tml.plain	2000-02-10	t0
wsj_0144.tml.plain	1989-11-02	t0
NYT20000424.0319.tml.plain	2000-04-24	t0
wsj_0520.tml.plain	1989-10-30	t0
